person_id,message_id,message_content,age,gender,race,education,sexual_orientation,party,ideology,income,religion,marital_status,residential_area,turnout_score,response_timestamp,vote_choice
8619,0,CONTROL - No message shown,27.0,Male,White,Graduate degree,Heterosexual,Strong Democrat,Slightly liberal,"Under $25,000",Nothing in particular,Divorced,Suburban,30,2024-10-22 21:17:26,Trump
8620,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",,Female,Black,Some college,Heterosexual,Independent,Moderate,"$100,000-$149,999",Nothing in particular,Married,Rural,12,2024-10-22 18:14:46,Trump
8621,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",42.0,Male,Hispanic,Bachelor's degree,Heterosexual,Strong Republican,Very conservative,"$100,000-$149,999",Nothing in particular,"Single, never married",Suburban,40,2024-10-22 12:16:31,Trump
8622,0,CONTROL - No message shown,29.0,Female,White,High school graduate,Heterosexual,Lean Democrat,Conservative,"$25,000-$49,999",Mormon,Living with partner,Urban,99,2024-10-24 08:53:10,Trump
8623,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",63.0,Male,Hispanic,Bachelor's degree,Heterosexual,Strong Republican,Slightly conservative,"$25,000-$49,999",Nothing in particular,Widowed,Suburban,25,2024-10-23 15:22:08,Trump
8624,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",29.0,Male,Black,Prefer not to say,Bisexual,Strong Democrat,Liberal,"$75,000-$99,999",Protestant,Living with partner,Urban,55,2024-10-24 15:04:23,Trump
8625,0,CONTROL - No message shown,44.0,Female,White,Some college,Heterosexual,Moderate Republican,Slightly conservative,"$25,000-$49,999",Nothing in particular,Widowed,Suburban,68,2024-10-23 10:47:32,Harris
8626,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",37.0,Male,Asian,High school graduate,Heterosexual,Strong Democrat,Slightly liberal,"Under $25,000",Nothing in particular,Married,Rural,94,2024-10-22 17:18:40,Harris
8627,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",89.0,Female,White,Less than high school,Heterosexual,Strong Democrat,Very liberal,"$100,000-$149,999",Nothing in particular,Prefer not to say,Urban,86,2024-10-24 03:57:47,Harris
8628,0,CONTROL - No message shown,40.0,Male,Other,High school graduate,Heterosexual,Independent,Slightly conservative,"Under $25,000",Prefer not to say,Divorced,Suburban,56,2024-10-23 07:46:07,Trump
8629,0,CONTROL - No message shown,30.0,Male,White,Bachelor's degree,Bisexual,Other,Moderate,"$50,000-$74,999",Nothing in particular,"Single, never married",Rural,12,2024-10-22 13:47:48,Harris
8630,0,CONTROL - No message shown,25.0,Male,White,Graduate degree,Heterosexual,Strong Republican,Slightly conservative,"$50,000-$74,999",Catholic,Living with partner,Urban,18,2024-10-23 10:38:44,Trump
8631,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",47.0,Male,White,High school graduate,Heterosexual,Moderate Democrat,Liberal,"$75,000-$99,999",Protestant,Separated,Suburban,40,2024-10-23 10:00:13,Harris
8632,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",63.0,Male,White,Some college,Heterosexual,Strong Republican,Conservative,"$75,000-$99,999",Nothing in particular,Prefer not to say,Urban,57,2024-10-23 00:17:53,Trump
8633,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",58.0,Male,White,Some college,Heterosexual,Moderate Republican,Conservative,"Under $25,000",Nothing in particular,Living with partner,Urban,95,2024-10-23 15:51:51,Trump
8634,0,CONTROL - No message shown,50.0,Male,White,Graduate degree,Gay or Lesbian,Independent,Slightly liberal,"$25,000-$49,999",Catholic,Divorced,Suburban,98,2024-10-24 04:56:38,Trump
8635,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",23.0,Female,Hispanic,Some college,Heterosexual,Other,Moderate,"$25,000-$49,999",Nothing in particular,Married,Urban,26,2024-10-24 22:55:26,Trump
8636,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",61.0,Female,White,Less than high school,Gay or Lesbian,Lean Republican,Slightly conservative,"$150,000 or more",Agnostic,Widowed,Urban,86,2024-10-22 10:19:18,Trump
8637,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",50.0,Male,White,Some college,Heterosexual,Strong Republican,Conservative,"$50,000-$74,999",Agnostic,Separated,Rural,19,2024-10-23 10:07:00,Harris
8638,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",26.0,Male,White,Bachelor's degree,Heterosexual,Moderate Democrat,Liberal,"$75,000-$99,999",Protestant,Divorced,Suburban,11,2024-10-23 04:53:06,Trump
8639,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",36.0,Female,White,Some college,Heterosexual,Lean Democrat,Slightly liberal,"$50,000-$74,999",Protestant,Prefer not to say,Urban,37,2024-10-22 17:25:04,Trump
8640,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",87.0,Prefer not to say,White,Graduate degree,Prefer not to say,Moderate Republican,Slightly conservative,"$25,000-$49,999",Atheist,Married,Urban,93,2024-10-22 04:29:31,Trump
8641,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",73.0,Female,White,High school graduate,Heterosexual,Moderate Democrat,Liberal,"$75,000-$99,999",Nothing in particular,Married,Rural,47,2024-10-22 20:40:49,Trump
8642,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",59.0,Male,Black,High school graduate,Prefer not to say,Prefer not to say,Moderate,"$100,000-$149,999",Nothing in particular,"Single, never married",Urban,71,2024-10-22 14:34:09,Harris
8643,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",71.0,Male,Hispanic,Graduate degree,Heterosexual,Strong Democrat,Liberal,"$25,000-$49,999",Agnostic,Married,Suburban,9,2024-10-23 20:16:48,Harris
8644,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",,Male,White,Associate's degree,Heterosexual,Strong Democrat,Very liberal,"$50,000-$74,999",Catholic,Separated,Prefer not to say,70,2024-10-22 15:01:15,Trump
8645,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",42.0,Female,Prefer not to say,High school graduate,Heterosexual,Strong Republican,Conservative,"$25,000-$49,999",Agnostic,"Single, never married",Urban,39,2024-10-22 19:24:38,Trump
8646,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",71.0,Male,Prefer not to say,Bachelor's degree,Heterosexual,Lean Republican,Moderate,"Under $25,000",Nothing in particular,Living with partner,Suburban,55,2024-10-23 07:00:29,Undecided
8647,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",91.0,Female,Black,Some college,Heterosexual,Moderate Republican,Conservative,"$25,000-$49,999",Prefer not to say,Divorced,Urban,21,2024-10-22 21:20:09,Trump
8648,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",92.0,Male,White,High school graduate,Heterosexual,Strong Democrat,Very liberal,"$25,000-$49,999",Muslim,Prefer not to say,Rural,60,2024-10-22 22:21:57,Trump
8649,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",55.0,Female,Hispanic,Less than high school,Heterosexual,Strong Republican,Very conservative,"$100,000-$149,999",Prefer not to say,Married,Rural,27,2024-10-22 06:39:37,Trump
8650,0,CONTROL - No message shown,31.0,Male,White,Some college,Heterosexual,Moderate Republican,Very conservative,"$50,000-$74,999",Atheist,Divorced,Suburban,46,2024-10-23 00:49:28,Trump
8651,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",63.0,Male,White,Less than high school,Heterosexual,Strong Republican,Very conservative,"$25,000-$49,999",Mormon,Prefer not to say,Suburban,61,2024-10-24 07:12:43,Trump
8652,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",30.0,Prefer not to say,White,Prefer not to say,Heterosexual,Strong Democrat,Liberal,"$150,000 or more",Catholic,Married,Suburban,11,2024-10-24 00:35:08,Trump
8653,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",33.0,Male,White,Bachelor's degree,Gay or Lesbian,Strong Democrat,Liberal,"$25,000-$49,999",Protestant,"Single, never married",Suburban,61,2024-10-22 00:22:46,Harris
8654,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",45.0,Male,Hispanic,Prefer not to say,Heterosexual,Lean Democrat,Moderate,"$25,000-$49,999",Agnostic,"Single, never married",Rural,3,2024-10-23 19:28:33,Harris
8655,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",46.0,Female,White,Bachelor's degree,Heterosexual,Independent,Slightly liberal,"$150,000 or more",Nothing in particular,Prefer not to say,Urban,27,2024-10-24 19:22:41,Trump
8656,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",42.0,Male,White,High school graduate,Heterosexual,Strong Republican,Conservative,"$75,000-$99,999",Catholic,"Single, never married",Suburban,10,2024-10-22 17:44:46,Trump
8657,0,CONTROL - No message shown,31.0,Male,Asian,Graduate degree,Heterosexual,Strong Republican,Very conservative,"$25,000-$49,999",Nothing in particular,"Single, never married",Suburban,32,2024-10-23 00:18:23,Trump
8658,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",55.0,Prefer not to say,Asian,Graduate degree,Heterosexual,Lean Democrat,Moderate,"$75,000-$99,999",Nothing in particular,Married,Suburban,3,2024-10-24 15:21:10,Trump
8659,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",28.0,Male,Hispanic,Graduate degree,Heterosexual,Strong Democrat,Slightly liberal,"$50,000-$74,999",Nothing in particular,Divorced,Suburban,0,2024-10-24 17:02:48,Trump
8660,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",79.0,Female,Black,Bachelor's degree,Prefer not to say,Moderate Republican,Moderate,"$50,000-$74,999",Protestant,Living with partner,Urban,43,2024-10-24 05:27:39,Trump
8661,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",43.0,Female,White,Bachelor's degree,Heterosexual,Strong Democrat,Moderate,"$100,000-$149,999",Atheist,"Single, never married",Suburban,56,2024-10-24 07:38:22,Trump
8662,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",42.0,Prefer not to say,White,Bachelor's degree,Heterosexual,Strong Democrat,Moderate,"$50,000-$74,999",Atheist,"Single, never married",Rural,16,2024-10-24 21:59:24,Trump
8663,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",56.0,Male,White,High school graduate,Heterosexual,Moderate Democrat,Slightly liberal,"$150,000 or more",Nothing in particular,Living with partner,Suburban,11,2024-10-22 02:55:48,Trump
8664,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",35.0,Female,White,Bachelor's degree,Other,Lean Democrat,Slightly liberal,"$75,000-$99,999",Protestant,Married,Suburban,50,2024-10-23 20:24:36,Trump
8665,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",25.0,Male,White,Graduate degree,Heterosexual,Lean Democrat,Slightly conservative,"$50,000-$74,999",Atheist,Married,Suburban,81,2024-10-22 00:08:24,Trump
8666,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",30.0,Male,White,Graduate degree,Heterosexual,Strong Republican,Slightly conservative,"$50,000-$74,999",Nothing in particular,"Single, never married",Suburban,59,2024-10-23 15:53:24,Harris
8667,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",56.0,Male,Prefer not to say,High school graduate,Heterosexual,Strong Republican,Conservative,"$75,000-$99,999",Nothing in particular,Married,Rural,33,2024-10-22 20:23:30,Trump
8668,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",59.0,Male,Hispanic,Less than high school,Heterosexual,Lean Democrat,Very liberal,"$25,000-$49,999",Agnostic,Married,Prefer not to say,75,2024-10-23 06:05:09,Trump
8669,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",93.0,Prefer not to say,White,Graduate degree,Heterosexual,Moderate Republican,Conservative,"$25,000-$49,999",Protestant,Living with partner,Rural,56,2024-10-23 15:23:30,Trump
8670,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",31.0,Male,White,Graduate degree,Heterosexual,Moderate Republican,Very conservative,"$50,000-$74,999",Catholic,Prefer not to say,Suburban,76,2024-10-24 20:20:53,Trump
8671,0,CONTROL - No message shown,62.0,Male,White,Graduate degree,Heterosexual,Prefer not to say,Moderate,"$25,000-$49,999",Nothing in particular,Widowed,Urban,85,2024-10-22 12:59:34,Trump
8672,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",58.0,Male,Hispanic,High school graduate,Heterosexual,Other,Slightly conservative,"$75,000-$99,999",Atheist,Married,Suburban,17,2024-10-23 23:50:09,Trump
8673,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",36.0,Male,White,Some college,Heterosexual,Strong Democrat,Liberal,"$50,000-$74,999",Nothing in particular,Married,Rural,42,2024-10-23 13:49:21,Trump
8674,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",41.0,Male,Black,Some college,Heterosexual,Strong Republican,Slightly conservative,"$150,000 or more",Prefer not to say,Divorced,Prefer not to say,91,2024-10-24 23:59:24,Harris
8675,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",27.0,Male,Hispanic,Bachelor's degree,Heterosexual,Prefer not to say,Moderate,"$75,000-$99,999",Catholic,Divorced,Suburban,61,2024-10-23 18:25:43,Trump
8676,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",40.0,Male,White,Bachelor's degree,Prefer not to say,Moderate Democrat,Moderate,"Under $25,000",Nothing in particular,Married,Suburban,5,2024-10-22 22:54:52,Undecided
8677,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",,Female,Hispanic,Bachelor's degree,Heterosexual,Moderate Democrat,Very liberal,"$100,000-$149,999",Prefer not to say,Living with partner,Urban,33,2024-10-23 10:50:52,Undecided
8678,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",25.0,Non-binary,Asian,Less than high school,Heterosexual,Moderate Republican,Moderate,"$50,000-$74,999",Hindu,Divorced,Suburban,87,2024-10-22 23:33:08,Trump
8679,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",55.0,Female,White,Some college,Heterosexual,Moderate Republican,Conservative,Prefer not to say,Nothing in particular,Married,Urban,92,2024-10-23 15:42:41,Trump
8680,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",58.0,Female,White,Associate's degree,Heterosexual,Strong Democrat,Slightly liberal,"$50,000-$74,999",Protestant,Married,Urban,46,2024-10-23 20:39:42,Trump
8681,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",82.0,Male,White,High school graduate,Heterosexual,Moderate Democrat,Very liberal,"$100,000-$149,999",Nothing in particular,Married,Suburban,31,2024-10-23 17:56:46,Harris
8682,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",27.0,Prefer not to say,White,Bachelor's degree,Heterosexual,Strong Democrat,Very liberal,"$25,000-$49,999",Protestant,"Single, never married",Urban,58,2024-10-24 13:37:59,Trump
8683,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",27.0,Male,White,Graduate degree,Heterosexual,Moderate Democrat,Moderate,"Under $25,000",Prefer not to say,Married,Urban,8,2024-10-24 01:21:43,Trump
8684,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",67.0,Female,White,Bachelor's degree,Heterosexual,Strong Republican,Moderate,"$25,000-$49,999",Prefer not to say,Divorced,Suburban,61,2024-10-24 00:44:02,Harris
8685,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",58.0,Female,White,Prefer not to say,Heterosexual,Strong Republican,Conservative,"Under $25,000",Atheist,Married,Urban,28,2024-10-23 12:26:46,Trump
8686,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",27.0,Prefer not to say,White,Graduate degree,Heterosexual,Independent,Moderate,"$50,000-$74,999",Prefer not to say,Prefer not to say,Urban,98,2024-10-23 22:07:32,Trump
8687,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",,Male,White,Some college,Heterosexual,Strong Democrat,Moderate,"$75,000-$99,999",Agnostic,Married,Urban,96,2024-10-23 02:59:56,Trump
8688,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",20.0,Male,Black,Some college,Heterosexual,Strong Democrat,Liberal,Prefer not to say,Catholic,"Single, never married",Suburban,5,2024-10-24 18:35:53,Trump
8689,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",21.0,Male,White,Some college,Heterosexual,Independent,Slightly conservative,"$50,000-$74,999",Catholic,Married,Suburban,37,2024-10-22 10:29:25,Trump
8690,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",33.0,Male,Prefer not to say,High school graduate,Heterosexual,Independent,Slightly liberal,"$25,000-$49,999",Nothing in particular,"Single, never married",Suburban,91,2024-10-22 05:59:29,Trump
8691,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",63.0,Female,Hispanic,Some college,Heterosexual,Lean Democrat,Very liberal,"$100,000-$149,999",Catholic,Living with partner,Suburban,16,2024-10-24 03:24:42,Trump
8692,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",63.0,Male,White,High school graduate,Heterosexual,Moderate Republican,Conservative,"$25,000-$49,999",Buddhist,Widowed,Suburban,23,2024-10-22 10:39:16,Trump
8693,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",82.0,Female,Hispanic,High school graduate,Heterosexual,Strong Republican,Conservative,"$75,000-$99,999",Catholic,"Single, never married",Urban,59,2024-10-24 20:36:36,Undecided
8694,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",21.0,Male,Black,Graduate degree,Heterosexual,Moderate Democrat,Slightly liberal,"Under $25,000",Nothing in particular,"Single, never married",Suburban,55,2024-10-24 00:29:13,Harris
8695,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",48.0,Female,White,Associate's degree,Bisexual,Strong Republican,Slightly conservative,"$50,000-$74,999",Nothing in particular,"Single, never married",Suburban,71,2024-10-24 23:25:01,Undecided
8696,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",38.0,Female,Hispanic,Bachelor's degree,Heterosexual,Independent,Moderate,"$25,000-$49,999",Catholic,Divorced,Urban,52,2024-10-22 13:42:53,Trump
8697,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",34.0,Prefer not to say,Asian,Bachelor's degree,Heterosexual,Prefer not to say,Slightly liberal,"$50,000-$74,999",Nothing in particular,Divorced,Urban,12,2024-10-22 19:46:21,Trump
8698,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",52.0,Female,Hispanic,High school graduate,Heterosexual,Moderate Democrat,Very liberal,"$25,000-$49,999",Other,Widowed,Suburban,18,2024-10-23 01:22:19,Harris
8699,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",33.0,Female,White,Bachelor's degree,Heterosexual,Lean Republican,Very conservative,"$25,000-$49,999",Prefer not to say,"Single, never married",Prefer not to say,5,2024-10-23 03:04:50,Trump
8700,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",67.0,Female,White,Some college,Heterosexual,Prefer not to say,Very conservative,"$75,000-$99,999",Catholic,Married,Suburban,19,2024-10-22 17:35:30,Trump
8701,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",83.0,Female,Prefer not to say,Less than high school,Prefer not to say,Moderate Democrat,Liberal,"$75,000-$99,999",Agnostic,Divorced,Rural,46,2024-10-22 09:35:45,Trump
8702,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",39.0,Female,Asian,High school graduate,Heterosexual,Moderate Democrat,Liberal,"$75,000-$99,999",Agnostic,Living with partner,Urban,28,2024-10-23 11:54:57,Trump
8703,0,CONTROL - No message shown,86.0,Male,Hispanic,Bachelor's degree,Heterosexual,Independent,Moderate,"$50,000-$74,999",Catholic,Married,Suburban,32,2024-10-24 21:33:31,Trump
8704,0,CONTROL - No message shown,92.0,Female,White,Bachelor's degree,Heterosexual,Independent,Moderate,Prefer not to say,Catholic,Married,Urban,21,2024-10-23 10:23:28,Trump
